default,revolving_utilization_of_unsecured_lines,age,number_of_time30_59days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90days_late,number_real_estate_loans_or_lines,number_of_time60_89days_past_due_not_worse,number_of_dependents,probability_default,score,decision,risk_band
0,0.818814495,40,1,0.212505951,6300.0,6,0,0,0,2,0.2599547244489916,740,reject,High
1,0.943201515,66,1,7181.0,5400.0,17,0,2,2,0,0.1507863098028558,849,reject,High
0,1.302788845,47,1,0.087564974,2500.0,3,1,0,0,1,0.4910580943460837,509,reject,High
0,0.519931802,67,0,0.261601456,2197.0,5,0,0,0,0,0.03463021668490827,965,accept,Medium
0,0.009576136,49,0,19.0,5400.0,4,0,0,0,0,0.010727293223864556,989,accept,Medium
0,0.9999999,29,1,0.250681694,5500.0,5,1,0,0,0,0.47908808003027337,521,reject,High
0,0.265036748,33,0,0.094374833,3750.0,6,0,0,0,0,0.017620930052611762,982,accept,Medium
0,0.412198475,24,0,0.241594996,2557.0,4,0,0,0,0,0.031749680178865,968,accept,Medium
0,0.313294778,51,0,0.301515733,10423.0,13,0,2,0,0,0.020033463637299416,980,accept,Medium
0,0.0,33,0,0.139715071,4000.0,3,0,0,0,0,0.011087509929124544,989,accept,Medium
1,0.602389348,29,1,0.538120731,5416.0,12,0,2,0,2,0.19014211657882213,810,reject,High
0,0.043006837,67,0,2206.0,5400.0,13,0,1,0,0,0.00943028249977233,991,accept,Medium
1,0.830242511,48,1,1360.0,5400.0,4,1,2,2,0,0.5433939827925407,457,reject,High
0,0.052634471,64,0,40.0,5400.0,4,0,0,0,0,0.008325912789046076,992,accept,Medium
0,0.968982946,40,0,0.807846845,4230.0,9,0,1,0,1,0.1361596374615777,864,reject,High
0,0.036490092,64,0,0.325173986,8333.0,12,0,1,0,1,0.00943828551982458,991,accept,Medium
1,0.944111776,47,1,0.160528935,7032.0,3,1,1,1,2,0.5231299173897372,477,reject,High
0,0.076230575,84,0,82.0,5400.0,2,0,0,0,0,0.007463297729953973,993,accept,Medium
0,0.876615746,42,0,0.011660189,1800.0,2,0,0,0,0,0.1402028091287439,860,reject,High
0,0.0,63,0,1646.0,0.0,4,0,1,0,0,0.009484675181200053,991,accept,Medium
0,0.090979967,39,0,0.506749518,14000.0,8,0,5,0,1,0.022258181543153913,978,accept,Medium
0,0.9999999,41,0,0.48557555,3500.0,4,0,2,0,1,0.11220082142563571,888,reject,High
0,0.06997587,64,0,0.558800922,1300.0,5,0,0,0,0,0.01009105224375808,990,accept,Medium
0,0.025103728,47,0,0.434970318,3705.0,9,0,1,0,4,0.011835113415016679,988,accept,Medium
0,0.073406665,62,0,107.0,5400.0,3,0,0,0,0,0.008256070738912092,992,accept,Medium
0,0.106597625,72,0,0.131373725,5000.0,2,0,1,0,1,0.007780031843064388,992,accept,Medium
0,0.766274161,35,1,0.148450491,6614.0,8,0,0,0,0,0.1779319610714651,822,reject,High
0,0.516082551,69,0,0.567858035,4000.0,17,0,0,0,0,0.04624755540478684,954,accept,Medium
0,0.9999999,46,0,0.00091832,19600.0,0,2,0,0,2,0.22483543799790595,775,reject,High
0,0.005487136,46,0,0.026338148,9415.0,6,0,0,0,0,0.009884671877185287,990,accept,Medium
0,0.047068154,69,0,128.0,5400.0,11,0,0,0,0,0.009503973254496013,990,accept,Medium
0,0.011204369,71,0,23.0,5400.0,8,0,0,0,0,0.00799171153330546,992,accept,Medium
0,0.142270768,43,0,0.196408061,9576.0,10,0,2,0,1,0.014619355549487987,985,accept,Medium
0,0.007911811,54,0,0.198000328,6100.0,17,0,1,0,1,0.012374967414532251,988,accept,Medium
0,0.9999999,69,0,0.188934387,10500.0,12,0,1,0,0,0.03979777894608685,960,accept,Medium
0,0.188973004,30,0,0.643112063,1400.0,6,0,1,0,0,0.018256192052059625,982,accept,Medium
0,0.9999999,57,2,0.523066711,3012.0,2,0,1,0,0,0.31883787892926674,681,reject,High
0,0.0,54,0,0.008904375,5165.0,5,0,0,0,0,0.009642172109643025,990,accept,Medium
0,0.103375481,47,1,0.104946754,5821.0,10,0,0,1,3,0.14919119884403992,851,reject,High
0,0.055676222,35,0,0.08312536,5208.0,13,0,0,0,2,0.014982199950812975,985,accept,Medium
0,0.206041787,48,0,0.016569062,7000.0,6,0,0,0,4,0.014327055683937412,986,accept,Medium
0,0.111120858,67,0,0.257155838,2200.0,8,0,1,0,0,0.010092254323981852,990,accept,Medium
0,0.117516219,55,0,0.113954418,2500.0,16,0,0,0,0,0.016431985337497734,984,accept,Medium
0,0.099401004,58,0,3592.0,5400.0,14,0,1,0,9,0.013048850385107315,987,accept,Medium
0,0.024277103,65,0,0.005415538,4800.0,7,0,0,0,0,0.008095956703862137,992,accept,Medium
0,0.012238197,33,0,0.630123292,3000.0,7,0,1,0,0,0.014715436713729536,985,accept,Medium
0,0.320926615,43,0,1.133216696,4000.0,9,0,3,0,0,0.03678159701342997,963,accept,Medium
0,0.006516795,81,0,1118.0,5400.0,16,0,2,0,0,0.009249674285047641,991,accept,Medium
0,0.0,35,0,0.383455103,4242.0,7,0,1,0,2,0.013006272128550418,987,accept,Medium
0,0.258834496,49,1,0.468271335,4112.0,11,0,0,1,0,0.2067403149997195,793,reject,High
0,0.002838505,57,1,0.307639367,4358.0,17,0,2,0,0,0.03963987010871668,960,accept,Medium
0,0.01124707,82,0,0.003938041,3808.0,2,0,0,0,0,0.007175686704227144,993,accept,Medium
1,0.9999999,27,0,0.279125567,3750.0,4,1,0,0,0,0.44060042688311374,559,reject,High
0,0.473586469,45,0,0.098980204,5000.0,6,0,0,0,0,0.03407287724300061,966,accept,Medium
0,0.998476336,40,0,0.268872802,2900.0,4,0,0,0,0,0.11580491693395098,884,reject,High
0,0.0,56,0,0.259521402,8900.0,2,0,1,0,0,0.009047179480933894,991,accept,Medium
1,0.9999999,32,1,721.0,5400.0,3,0,0,2,0,0.47085284148534357,529,reject,High
0,0.006499809,54,0,1421.0,5400.0,3,0,1,0,0,0.009668177894083,990,accept,Medium
0,0.9999999,41,0,0.0,692.0,0,0,0,0,0,0.1529039508310751,847,reject,High
0,0.24199051,56,1,3210.0,5400.0,4,0,2,0,0,0.062342070219946845,938,reject,High
0,0.000778455,74,0,0.510146645,6750.0,14,0,3,0,0,0.013734267640989568,986,accept,Medium
0,0.9999999,36,0,487.0,5400.0,1,0,0,0,0,0.15693451193076285,843,reject,High
0,0.434585502,49,0,0.685100548,4375.0,19,0,2,0,2,0.06456861933552682,935,reject,High
0,0.212017522,79,0,0.347361079,4300.0,18,0,0,0,0,0.014674980350118305,985,accept,Medium
1,0.812318607,66,1,1.92453426,3166.0,14,1,2,1,0,0.4409819677188845,559,reject,High
0,0.312569849,46,0,0.162449235,3200.0,11,0,0,0,1,0.029515367843332342,970,accept,Medium
0,0.013095929,51,0,356.0,5400.0,3,0,0,0,0,0.010355746446229639,990,accept,Medium
0,0.0,34,0,0.775690358,4417.0,12,0,4,0,0,0.0313820012964148,969,accept,Medium
0,0.9999999,37,0,0.295122709,6437.0,8,0,2,0,0,0.08320874709443472,917,reject,High
0,0.008253289,62,0,0.270623742,4969.0,4,0,1,0,1,0.008400732866171448,992,accept,Medium
0,0.9999999,56,0,0.012497917,6000.0,5,0,0,0,0,0.08807066891218376,912,reject,High
0,0.888627172,44,1,0.106489351,10000.0,4,0,0,0,1,0.21273293875617033,787,reject,High
0,0.036393938,68,0,1.306553911,945.0,10,0,2,0,0,0.011858324683350626,988,accept,Medium
0,0.024955625,49,0,0.763809048,4000.0,12,0,2,0,1,0.016443468401858424,984,accept,Medium
0,0.092017992,50,0,0.307866761,7054.0,9,0,2,0,0,0.010911567873522768,989,accept,Medium
0,0.165404942,47,0,0.517827391,3000.0,8,0,1,0,3,0.021934007165273096,978,accept,Medium
1,0.146471656,75,3,0.225887056,2000.0,7,3,0,0,0,0.24450517763118154,755,reject,High
0,0.10340179,55,0,4344.0,5400.0,12,0,2,0,0,0.013809672988020076,986,accept,Medium
0,0.181319109,65,0,871.0,5400.0,13,0,0,0,0,0.012489139014444591,988,accept,Medium
1,1.006997667,52,2,0.175149014,4361.0,5,0,0,2,7,0.4839010302154878,516,reject,High
0,0.055800789,52,0,0.319902229,13500.0,13,0,1,0,1,0.011719471895200135,988,accept,Medium
0,0.017278968,65,0,0.142558344,9083.0,6,0,1,0,2,0.007960019775103104,992,accept,Medium
0,0.04259858,72,0,38.0,5400.0,3,0,0,0,0,0.007298796529517348,993,accept,Medium
0,0.284904355,39,1,3586.0,5400.0,11,0,2,0,0,0.08256745962988407,917,reject,High
0,0.0,23,0,0.0,820.0,2,0,0,0,0,0.015683518227274956,984,accept,Medium
0,0.012537022,82,0,634.0,5400.0,10,0,0,0,1,0.009456876528098127,991,accept,Medium
0,0.000416655,57,0,0.364338907,7116.0,6,0,2,0,0,0.008897474606422415,991,accept,Medium
0,1.156146179,43,0,1321.0,5400.0,5,0,1,0,0,0.1267636778604459,873,reject,High
0,0.0,73,0,0.0,1642.0,2,0,0,0,0,0.007706325274471838,992,accept,Medium
0,0.62215114,33,0,0.026495584,6000.0,2,0,0,0,0,0.062340935508451295,938,reject,High
0,0.508143734,50,1,0.536692661,5000.0,11,0,2,0,0,0.11687053702071092,883,reject,High
0,0.725970369,33,1,0.278491859,3500.0,7,0,0,0,0,0.19175632578193508,808,reject,High
0,0.245960972,51,0,0.166959321,6833.0,12,0,0,0,2,0.018803466676374607,981,accept,Medium
0,0.415109695,76,0,0.399838937,9933.0,13,0,2,0,0,0.020976800630500676,979,accept,Medium
0,0.101499674,39,0,0.175025853,7735.0,5,0,1,0,0,0.010518683269720268,989,accept,Medium
0,0.485183863,50,1,0.06031746,2519.0,10,1,0,0,0,0.25323433329659123,747,reject,High
0,0.0,56,0,1.043353064,6250.0,9,0,3,0,2,0.020046629582915407,980,accept,Medium
0,0.535191278,53,0,0.372557928,8803.0,3,0,2,0,2,0.04038496845175406,960,accept,Medium
0,0.9999999,64,0,574.0,5400.0,3,0,0,0,0,0.03641820583877353,964,accept,Medium
0,0.031007752,57,0,0.07784649,5497.0,8,0,1,0,0,0.009241247061493011,991,accept,Medium
0,0.0,28,0,1906.0,5400.0,5,0,1,0,2,0.014374775783555366,986,accept,Medium
0,0.018288499,60,0,0.625570333,10300.0,18,0,4,0,2,0.019264480403633114,981,accept,Medium
0,0.075431503,33,0,0.37872144,4332.0,11,0,2,0,0,0.016243504883813004,984,accept,Medium
0,0.061775032,61,2,0.488536155,3401.0,15,0,2,0,0,0.10602415854583785,894,reject,High
1,0.11540755,41,0,0.321886144,7570.0,7,0,2,1,0,0.05776638912980052,942,reject,High
0,0.603179807,32,3,0.083976608,4274.0,6,0,0,0,1,0.25843314608801793,742,reject,High
0,0.784511972,47,0,0.4916182,5845.0,10,0,1,0,2,0.09329478360974772,907,reject,High
0,0.050294317,55,0,0.205518554,4203.0,9,0,0,0,0,0.011164449654266904,989,accept,Medium
0,0.0,69,0,1496.0,0.0,10,0,2,0,0,0.012032821406444225,988,accept,Medium
0,0.039128888,58,0,0.348278365,12400.0,7,0,2,0,1,0.009573837121945945,990,accept,Medium
0,0.875340631,68,2,0.140705999,8101.0,16,0,0,0,0,0.2062130057581315,794,reject,High
0,0.171062753,38,0,0.483172276,3000.0,9,0,0,0,3,0.02277004542239249,977,accept,Medium
0,1.022994251,29,0,0.307466196,1700.0,2,0,0,0,1,0.16751877333967408,832,reject,High
0,0.009742161,56,0,0.191488169,17833.0,19,0,3,0,0,0.011198176273254073,989,accept,Medium
0,0.061317547,30,0,0.011497126,4000.0,7,0,0,0,1,0.012326130602300648,988,accept,Medium
1,0.002781775,63,1,0.394614387,13108.0,13,0,5,0,0,0.03664755500984083,963,accept,Medium
1,0.646202106,52,1,4621.0,5400.0,11,6,1,0,0,0.3221006801931494,678,reject,High
0,0.01650336,59,0,0.365447517,6725.0,10,0,2,0,1,0.010331834163110641,990,accept,Medium
0,0.031014462,63,0,2247.0,5400.0,16,0,2,0,0,0.01015189328848174,990,accept,Medium
0,0.783577998,51,0,0.759387139,4633.0,15,0,2,0,2,0.134579514078138,865,reject,High
1,0.9999999,40,1,2049.0,5400.0,7,0,1,0,0,0.29181785332916915,708,reject,High
0,0.000848433,33,0,274.0,5400.0,5,0,0,0,0,0.011699034012927812,988,accept,Medium
0,0.9999999,30,0,0.108254784,3500.0,1,0,0,1,0,0.38325810624264445,617,reject,High
0,0.164413983,65,0,1187.0,5400.0,17,0,0,0,0,0.014282083138810412,986,accept,Medium
0,0.14203046,64,0,0.142474558,5600.0,7,0,0,0,1,0.009767832615823813,990,accept,Medium
0,0.490167135,55,0,1044.0,5400.0,8,0,1,0,0,0.029070188538771545,971,accept,Medium
0,0.138144067,69,0,0.238346949,2080.0,3,0,1,0,0,0.009217544306845564,991,accept,Medium
0,0.716602122,47,1,2696.0,5400.0,12,0,2,0,1,0.19424057709521447,806,reject,High
0,0.102636038,65,0,0.359187442,3248.0,6,0,2,0,0,0.009429394337104893,991,accept,Medium
0,0.168801446,47,0,0.502882014,8500.0,12,0,2,0,0,0.02250927556697089,977,accept,Medium
0,0.188520765,25,0,0.268325189,2250.0,4,0,0,0,0,0.01624195260792715,984,accept,Medium
0,0.0,45,0,0.0,2835.0,3,0,0,0,0,0.01033062676690455,990,accept,Medium
0,0.032759972,67,0,0.408150664,3238.0,13,0,1,0,1,0.010916872532513795,989,accept,Medium
0,0.048621142,59,0,1208.0,5400.0,5,0,1,0,0,0.008382107241063507,992,accept,Medium
0,0.0,68,0,689.0,5400.0,6,0,0,0,0,0.007816163913321,992,accept,Medium
0,0.329740128,50,0,0.220779221,4003.0,18,0,0,0,0,0.031744221620541004,968,accept,Medium
0,0.643552785,26,0,1.249169435,300.0,6,0,0,0,0,0.07915112848283593,921,reject,High
0,0.008185813,39,0,0.431696788,13666.0,7,0,2,0,3,0.012910008721982964,987,accept,Medium
0,0.157335454,75,1,0.419222904,4400.0,22,0,2,0,0,0.04548362726641998,955,accept,Medium
0,0.002233419,86,0,8.0,5400.0,23,0,0,0,0,0.010456780063214636,990,accept,Medium
0,0.409571701,44,0,0.133790738,4080.0,7,0,0,0,1,0.030447253085076564,970,accept,Medium
0,0.010223071,55,0,0.001599787,7500.0,3,0,0,0,0,0.008924680513778118,991,accept,Medium
0,0.712225381,48,0,2840.0,5400.0,12,0,2,0,0,0.0694351458582203,931,reject,High
0,0.9999999,36,0,0.500313283,3191.0,8,0,2,0,0,0.1138927368302832,886,reject,High
0,0.769153563,29,0,0.47696737,3125.0,15,0,0,0,0,0.09805188014194602,902,reject,High
0,0.355774874,67,0,0.460394199,2688.0,6,2,1,0,0,0.20927044971676018,791,reject,High
0,0.985119926,68,0,0.618629767,8888.0,17,0,3,0,1,0.051322715965752275,949,reject,High
0,0.883255089,54,0,3637.0,5400.0,16,0,0,0,1,0.08529409789600739,915,reject,High
0,0.002782716,47,2,0.000666593,9000.0,10,1,0,0,6,0.10436780153159525,896,reject,High
0,0.014604538,76,0,0.126291236,6001.0,11,0,1,0,0,0.008912588297201318,991,accept,Medium
1,1.000802432,58,1,1.067012218,2700.0,14,0,1,0,0,0.2739894897667887,726,reject,High
1,0.510970258,36,1,0.110245103,9750.0,6,3,0,0,0,0.2572096138684952,743,reject,High
0,0.0,53,0,829.0,5400.0,10,2,1,0,0,0.15920150206259182,841,reject,High
0,0.254468191,56,0,0.064526485,6229.0,4,0,0,0,1,0.014331750269053933,986,accept,Medium
0,0.0643403,72,0,0.383764413,6417.0,9,0,2,0,0,0.009741011506492451,990,accept,Medium
0,0.035579497,92,0,32.0,5400.0,7,0,0,0,0,0.007987043903333785,992,accept,Medium
0,0.090876365,42,0,0.137046684,4990.0,8,0,1,0,2,0.011404254299730271,989,accept,Medium
0,0.357975415,53,0,0.511407808,5916.0,7,0,2,0,0,0.021766872690166014,978,accept,Medium
0,0.001459834,63,0,4202.0,5400.0,14,0,3,0,0,0.015755326071024044,984,accept,Medium
0,0.053758381,44,0,0.08617313,7658.0,4,0,0,0,1,0.010327689517892553,990,accept,Medium
0,1.127744511,31,1,0.273456295,2493.0,5,1,0,0,0,0.4966368115767593,503,reject,High
0,0.386967015,56,0,0.774647887,2200.0,8,0,1,0,1,0.029109006038232077,971,accept,Medium
0,0.9999999,56,0,0.0,5400.0,0,0,0,0,1,0.1266178977305608,873,reject,High
0,0.601785963,39,0,0.464982352,5382.0,8,0,1,0,3,0.05811722232586928,942,reject,High
0,0.054803154,50,0,0.468915964,3200.0,8,0,1,0,1,0.012213945194665413,988,accept,Medium
0,0.163063773,41,0,1409.0,5400.0,4,0,1,0,0,0.014476447859861182,986,accept,Medium
0,0.071480589,29,0,0.295299145,4679.0,5,0,1,0,0,0.01165779787340992,988,accept,Medium
0,0.406345174,40,0,0.402112467,6721.0,10,0,1,0,0,0.029130809284494914,971,accept,Medium
0,0.330098647,48,0,0.709572607,4000.0,10,0,2,0,2,0.03697164077562067,963,accept,Medium
0,0.326074881,66,0,0.268505974,8118.0,7,0,2,0,0,0.014047172549933911,986,accept,Medium
1,1.774542674,53,0,0.406259374,10000.0,13,0,3,0,4,0.08555766842521093,914,reject,High
0,0.07149006,63,0,2611.0,5400.0,5,0,2,0,0,0.008352012597763796,992,accept,Medium
0,0.048052789,67,0,0.010976275,14667.0,5,0,0,0,1,0.007516343457478307,992,accept,Medium
0,0.173945363,41,0,0.473815773,8000.0,8,0,2,0,2,0.018680366526417906,981,accept,Medium
0,0.24431976,65,0,0.358423267,10933.0,9,0,1,0,0,0.012079988825575629,988,accept,Medium
0,0.072409488,26,0,0.07751938,5417.0,3,0,0,0,0,0.011846468065854151,988,accept,Medium
0,0.032678423,39,0,977.0,5400.0,8,0,1,0,0,0.011970612419760393,988,accept,Medium
1,0.068827347,30,2,0.414065104,9000.0,6,0,2,0,0,0.07994958846516667,920,reject,High
0,0.0,52,0,0.59161055,7127.0,4,0,2,0,1,0.0127446142995918,987,accept,Medium
0,0.744454303,54,0,0.58899593,19410.0,25,0,4,0,3,0.13314490132639506,867,reject,High
0,0.169961162,34,0,0.143309448,6000.0,6,0,0,0,0,0.014546304157110742,985,accept,Medium
0,0.010553208,65,0,0.549725137,2000.0,19,0,1,0,0,0.013406873326073005,987,accept,Medium
0,0.112853683,54,0,0.636049724,5791.0,12,0,2,0,0,0.016531839601463427,983,accept,Medium
0,0.097994933,31,0,0.366275716,5200.0,14,0,1,0,1,0.01967798558987384,980,accept,Medium
0,0.757467351,45,0,0.298720417,8830.0,11,0,1,0,0,0.06139186063805205,939,reject,High
0,0.481458848,64,0,2261.0,5400.0,7,0,1,0,0,0.017099288360160843,983,accept,Medium
1,1.147748621,30,0,0.346896071,4300.0,11,0,0,0,0,0.17550163757656212,824,reject,High
0,0.03522786,50,1,2.718080548,1166.0,10,0,4,1,2,0.06132850035814888,939,reject,High
0,0.041305645,80,0,0.071219812,6500.0,4,0,0,0,0,0.007330561758372472,993,accept,Medium
1,0.619557459,24,0,0.009024644,2880.0,1,0,0,0,0,0.06659357350359013,933,reject,High
0,0.051442756,54,0,0.147387447,6085.0,6,0,0,0,0,0.009764756359896876,990,accept,Medium
0,0.023799048,53,0,0.281781587,7700.0,3,0,1,0,2,0.009350216527598485,991,accept,Medium
0,0.550178099,48,0,0.465561694,5429.0,11,0,2,0,0,0.06173486758395656,938,reject,High
0,0.373089559,51,0,0.293121693,1889.0,2,0,0,0,0,0.02260007903630487,977,accept,Medium
0,0.9999999,39,0,0.223462756,6000.0,3,0,0,0,1,0.11033085543896481,890,reject,High
0,0.482385848,39,0,0.380089374,12083.0,21,0,2,0,2,0.04779635052428505,952,accept,Medium
0,0.966075258,38,0,0.24831667,4900.0,7,0,0,0,1,0.11341084981396507,887,reject,High
0,0.276023991,53,0,0.266690195,17000.0,10,0,2,0,2,0.01576988494356403,984,accept,Medium
0,0.026081109,76,0,0.083923706,3669.0,7,0,0,0,0,0.008262495398818244,992,accept,Medium
0,0.162475002,48,0,0.151428256,9066.0,6,0,1,0,2,0.01239919079553449,988,accept,Medium
0,0.10322864,52,1,19257.0,5400.0,18,0,3,0,0,0.06445245284176859,936,reject,High
0,0.012187077,70,0,10.0,5400.0,5,0,0,0,0,0.0073645365737549096,993,accept,Medium
0,0.150895824,41,0,0.394598436,7034.0,12,0,2,0,1,0.021323498324825267,979,accept,Medium
0,0.00859716,74,0,0.006932021,4471.0,11,0,0,0,0,0.008940419265582297,991,accept,Medium
0,0.543675016,32,0,0.079793617,8333.0,6,0,0,0,1,0.04941581020755173,951,accept,Medium
0,0.003137937,55,0,0.656137545,2500.0,15,0,1,0,0,0.015385663351550043,985,accept,Medium
0,0.023626906,56,0,1964.0,5400.0,11,0,1,0,2,0.01182031674131823,988,accept,Medium
0,0.167462636,51,2,0.445156125,3746.0,14,1,2,1,0,0.4212589750267245,579,reject,High
0,0.368667358,55,0,0.548013681,3800.0,9,0,1,0,1,0.030559618341974452,969,accept,Medium
0,0.138214363,63,0,0.130962067,25808.0,9,0,2,0,1,0.010376379492128569,990,accept,Medium
0,0.089851608,42,0,0.285428643,4000.0,7,0,1,0,0,0.011549923805735548,988,accept,Medium
1,0.9999999,41,1,0.212072435,2484.0,1,0,0,0,3,0.2833381711802884,717,reject,High
0,0.518261098,59,0,0.370893729,13728.0,19,0,2,0,0,0.04190446294837861,958,accept,Medium
0,0.028808576,54,0,0.023654439,2916.0,12,0,0,0,0,0.011882098826325923,988,accept,Medium
0,0.436607893,37,0,0.191292424,5833.0,10,0,0,0,1,0.033055914527119354,967,accept,Medium
0,0.9999999,43,0,0.344145745,4500.0,4,0,1,0,0,0.09395862571408249,906,reject,High
0,0.336975111,56,0,0.385871376,3000.0,9,0,1,0,0,0.023898365033489806,976,accept,Medium
0,0.063855733,72,3,0.092517007,1469.0,14,0,0,0,0,0.07106510578799372,929,reject,High
0,0.128612923,48,0,0.300092638,18350.0,10,0,2,0,2,0.013105729457327225,987,accept,Medium
1,0.9999999,32,1,0.372937294,1211.0,3,0,0,0,1,0.26758828491680947,732,reject,High
0,0.136048024,59,0,0.050336149,5800.0,8,0,0,0,1,0.011439113262088758,989,accept,Medium
0,0.721726803,62,0,0.286742651,5000.0,6,0,0,0,0,0.04472592321839487,955,accept,Medium
0,0.5357463,61,1,0.361928508,75000.0,15,0,7,0,5,0.05081920667497064,949,reject,High
0,0.011800493,38,0,0.002242152,10257.0,13,0,0,0,0,0.012840557230041606,987,accept,Medium
0,0.0,50,0,0.814123917,1500.0,5,0,1,0,0,0.012435526197977389,988,accept,Medium
0,0.316367015,50,0,0.522895421,5000.0,19,0,1,0,0,0.030994468716789896,969,accept,Medium
0,0.351760111,75,0,0.235255282,9087.0,8,0,1,0,1,0.01213592601589371,988,accept,Medium
0,0.262584641,39,0,4180.0,0.0,9,0,1,0,3,0.027250016010601952,973,accept,Medium
0,0.574691905,40,2,0.304406649,10347.0,13,0,2,1,2,0.18072950963845405,819,reject,High
0,0.191751141,62,0,0.45641623,5150.0,11,0,1,0,0,0.015845420957841964,984,accept,Medium
0,0.260912318,49,1,0.299000233,4300.0,4,0,0,0,0,0.07859602171773762,921,reject,High
0,0.244217928,55,0,0.25798053,8833.0,6,0,2,0,1,0.013131103220158123,987,accept,Medium
0,0.66556817,47,0,0.417305023,19450.0,19,0,3,0,2,0.07348227437533927,927,reject,High
0,0.050876513,59,0,0.197851894,5306.0,5,0,1,0,0,0.008133292395335969,992,accept,Medium
0,0.031022534,53,0,0.308943089,6149.0,8,0,1,0,0,0.009860512037951873,990,accept,Medium
0,0.065850931,50,0,0.25059984,3750.0,4,0,1,0,0,0.010060885920279192,990,accept,Medium
0,0.9999999,43,0,97.0,5400.0,3,0,0,0,0,0.12433553045648481,876,reject,High
0,0.46829966,47,0,0.355966098,10500.0,16,0,2,0,3,0.044000451794191625,956,accept,Medium
0,0.15685666,51,0,0.556388629,3200.0,8,0,1,0,1,0.02136416840374021,979,accept,Medium
0,0.08770208,53,0,0.351152861,17564.0,10,0,3,0,0,0.01298230604707791,987,accept,Medium
0,0.541179412,47,0,0.278817312,7000.0,10,0,2,0,2,0.05174442489994108,948,reject,High
0,0.112844358,45,0,0.341184313,9000.0,10,0,1,0,3,0.013434891179862293,987,accept,Medium
1,0.9999999,39,0,0.35254915,3000.0,3,0,1,0,1,0.10077747393779579,899,reject,High
1,0.553047404,26,0,0.815884477,3600.0,9,0,1,0,0,0.08262264861860268,917,reject,High
1,0.9999999,31,0,0.1488,1249.0,1,2,0,0,2,0.429368984069219,571,reject,High
0,0.076150108,64,0,0.120106029,27916.0,8,0,4,0,0,0.01056808557180363,989,accept,Medium
0,0.131420312,78,0,2503.0,5400.0,9,0,1,0,0,0.0101168944083694,990,accept,Medium
0,0.83114459,45,4,0.605855856,4883.0,15,0,1,1,0,0.43304557905770535,567,reject,High
0,0.029664445,93,0,107.0,5400.0,7,0,0,0,0,0.007987043903333785,992,accept,Medium
0,0.0,76,0,2867.0,5400.0,5,0,2,0,0,0.007843639559774058,992,accept,Medium
0,0.061150486,78,0,0.013947591,2365.0,3,0,0,0,0,0.007721290398393249,992,accept,Medium
0,0.041136513,42,0,0.345327336,4001.0,6,0,1,0,1,0.010703894912030453,989,accept,Medium
0,0.061113895,61,0,0.225534673,13886.0,9,0,2,0,0,0.009496513468171867,991,accept,Medium
0,0.984603079,31,0,0.516056934,8500.0,9,0,2,0,2,0.12059085881133541,879,reject,High
0,0.005701885,79,0,4.0,5400.0,5,0,0,0,0,0.0074214736059311105,993,accept,Medium
0,0.94480046,43,0,0.898504102,6216.0,18,0,2,0,2,0.1845004945692414,815,reject,High
0,0.029174021,58,0,0.403715889,5166.0,27,0,2,0,1,0.01295485298489624,987,accept,Medium
0,0.890022699,44,0,0.329485834,6670.0,7,0,0,0,2,0.09995420765896826,900,reject,High
0,0.138956771,48,0,1.028666667,1499.0,8,0,1,0,2,0.01992140819631525,980,accept,Medium
0,0.013047495,46,0,0.381265089,10354.0,11,0,2,0,0,0.012015660753314488,988,accept,Medium
1,1.055625509,55,1,0.46831472,7968.0,21,0,1,2,0,0.46145303591860964,539,reject,High
0,0.0,29,0,0.338922928,3100.0,2,0,1,0,1,0.012250022332772373,988,accept,Medium
0,0.226721008,71,0,0.148820327,3856.0,11,0,0,0,0,0.01473282240016805,985,accept,Medium
0,0.044530967,49,0,0.114659142,6732.0,4,0,1,0,1,0.009437615985884731,991,accept,Medium
0,0.030834811,62,0,0.00289971,10000.0,4,0,0,0,0,0.007908622827270834,992,accept,Medium
0,0.334503343,46,0,1.001917546,3128.0,12,0,3,0,2,0.047825708130332746,952,accept,Medium
0,0.127843608,69,0,1210.0,5400.0,4,0,1,0,0,0.008076723687276029,992,accept,Medium
0,0.032367948,80,0,65.0,5400.0,4,0,0,0,0,0.007271466713871659,993,accept,Medium
0,0.016904359,56,0,2478.0,5400.0,3,0,1,0,0,0.009355439833639791,991,accept,Medium
0,0.581011822,44,0,1.710652921,2909.0,7,0,2,0,0,0.0698506103755689,930,reject,High
0,0.990970655,63,0,0.045477261,2000.0,2,0,0,0,0,0.060664445607373586,939,reject,High
0,0.001804492,58,0,0.303571429,5991.0,24,0,2,0,0,0.012968953324510157,987,accept,Medium
0,0.0,72,0,0.001363791,2932.0,1,0,0,0,1,0.007855383567998838,992,accept,Medium
0,0.072110762,63,0,0.005875022,5616.0,1,0,0,0,1,0.008065391831159476,992,accept,Medium
0,0.130249809,53,0,0.336311423,4700.0,24,0,1,0,0,0.018636669585650405,981,accept,Medium
0,1.01032989,62,0,0.230145371,6534.0,6,0,1,0,0,0.05670516663328378,943,reject,High
0,0.52751648,66,0,0.016587565,84279.0,14,0,0,0,1,0.02975520391248144,970,accept,Medium
0,0.022887794,67,0,1414.0,5400.0,8,0,2,0,0,0.008167869098494287,992,accept,Medium
